Number,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
1,0.0603473282442748,-0.1092557251908398,0.08556870229007796,-0.00043627929687502925,-0.0010987548828124555,0.9976120605468739
2,-0.06179007633587785,0.012881679389312867,0.03976717557252085,-0.006051513671875029,-0.0032960205078124555,1.001274169921874
3,-0.06179007633587785,0.04341603053435103,0.0626679389312994,0.0017609863281249707,0.0018309326171875445,1.010307373046874
4,0.04508015267175569,0.00524809160305334,-0.036568702290074695,-0.00043627929687502925,0.0028074951171875445,0.9961472167968739
5,-0.0388893129770993,-0.010019083969465742,0.0626679389312994,-0.0036101074218750293,0.0035399169921875445,0.9983444824218739
6,0.006912213740458029,-0.002385496183206215,0.009232824427482633,0.0015168457031249707,-0.0015870361328124555,1.004692138671874
7,-0.015988549618320747,-0.010019083969465742,0.009232824427482633,-0.0023894042968750293,0.0028074951171875445,0.9988327636718739
8,-0.015988549618320747,0.02051526717557242,0.03976717557252085,-0.0016569824218750293,-0.0025635986328124555,1.000053466796874
9,-0.05415648854961841,0.02814885496183195,0.016866412213742077,-0.00019213867187502925,-0.0006104736328124555,0.9937058105468739
10,-0.02362213740458019,0.012881679389312867,0.032133587786261186,-0.0011687011718750293,0.0028074951171875445,0.9998093261718739
11,-0.031255725190839856,0.00524809160305334,0.016866412213742077,-0.007028076171875029,0.0013426513671875445,0.9976120605468739
12,-0.00835496183206108,-0.017652671755725297,0.009232824427482633,0.0015168457031249707,-0.0006104736328124555,1.003471435546874
13,-0.0388893129770993,0.0357824427480915,-0.021301526717555586,0.0032258300781249707,-0.0003663330078124555,0.9995651855468739
14,-0.0007213740458016371,0.02814885496183195,0.009232824427482633,0.0012727050781249707,0.0028074951171875445,0.9990769042968739
15,0.08324809160305335,-0.06345419847328254,-0.02893511450381514,-0.0006804199218750293,-0.0008546142578124555,1.002983154296874
16,-0.09995801526717574,0.00524809160305334,0.0015992366412229675,0.0007844238281249707,0.00012194824218754452,1.004936279296874
17,0.0603473282442748,0.00524809160305334,0.0015992366412229675,0.0029816894531249707,0.0037840576171875445,0.9990769042968739
18,-0.05415648854961841,-0.04818702290076346,0.03976717557252085,0.0024934082031249707,0.0013426513671875445,0.9998093261718739
19,-0.06179007633587785,-0.03291984732824438,0.024500000000001743,0.0010285644531249707,-0.0006104736328124555,0.9961472167968739
20,-0.015988549618320747,0.0357824427480915,0.09320229007633762,5.2001953124970746e-05,0.0015867919921875445,0.9966354980468739
21,0.006912213740458029,0.05868320610687011,-0.013667938931296142,-0.0038542480468750293,0.0018309326171875445,1.000053466796874
22,-0.00835496183206108,-0.08635496183206118,0.05503435114503974,-0.0009245605468750293,0.0003660888671875445,1.004936279296874
23,0.006912213740458029,0.07395038167938922,0.032133587786261186,-0.0006804199218750293,0.0006102294921875445,0.9981003417968739
24,-0.02362213740458019,0.00524809160305334,0.1313702290076353,-0.0011687011718750293,-0.0047608642578124555,0.9983444824218739
25,-0.02362213740458019,0.02814885496183195,-0.006034351145036476,-0.0014128417968750293,0.0015867919921875445,1.000297607421874
26,0.1061488549618319,-0.0710877862595421,-0.04420229007633425,0.0007844238281249707,0.0030516357421875445,0.9966354980468739
27,-0.04652290076335874,-0.04055343511450393,0.016866412213742077,0.0029816894531249707,-0.0020753173828124555,0.9990769042968739
28,-0.00835496183206108,-0.04055343511450393,-0.051835877862593804,0.0012727050781249707,-0.00012219238281245548,1.002494873046874
29,-0.02362213740458019,-0.04055343511450393,0.08556870229007796,0.0017609863281249707,-0.0023194580078124555,1.000785888671874
30,0.11378244274809157,-0.04055343511450393,-0.021301526717555586,-0.0009245605468750293,0.0025633544921875445,1.003227294921874
31,-0.0007213740458016371,-0.002385496183206215,0.032133587786261186,-0.00043627929687502925,-0.0023194580078124555,1.003227294921874
32,-0.015988549618320747,-0.0710877862595421,-0.07473664122137236,-0.0011687011718750293,0.0013426513671875445,0.9985886230468739
33,-0.04652290076335874,0.0357824427480915,-0.04420229007633425,-0.004342529296875029,-0.00012219238281245548,0.9961472167968739
34,-0.0007213740458016371,0.08921755725190827,0.016866412213742077,-0.0009245605468750293,0.0006102294921875445,0.9949265136718739
35,0.04508015267175569,-0.11688931297709934,0.009232824427482633,-0.00019213867187502925,-0.0023194580078124555,1.000785888671874
36,-0.05415648854961841,0.05868320610687011,-0.09000381679389147,0.0012727050781249707,0.0003660888671875445,0.9993210449218739
37,-0.07705725190839696,-0.12452290076335888,-0.051835877862593804,0.0020051269531249707,-0.00012219238281245548,0.9934616699218739
38,-0.0388893129770993,-0.017652671755725297,-0.09763740458015102,-0.0036101074218750293,0.0015867919921875445,1.000541748046874
39,-0.02362213740458019,0.07395038167938922,-0.181606870229006,0.0007844238281249707,0.0013426513671875445,1.001030029296874
40,0.022179389312976916,0.02051526717557242,-0.13580534351144868,0.004446533203124971,-0.0008546142578124555,0.9941940917968739
41,0.02981297709923658,0.06631679389312967,-0.05946946564885325,-0.0023894042968750293,0.0030516357421875445,1.001274169921874
42,0.07561450381679391,-0.10162213740458026,-0.13580534351144868,5.2001953124970746e-05,-0.0025635986328124555,1.006401123046874
