Number,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,MagX,MagY,MagZ
145,0.7557099236641216,0.7584045801526716,-34.52543511450382,-0.0032686767578123596,-0.0013995361328123096,1.0119666748046896,-3690.6,-1728.8999999999999,148.79999999999998
146,2.4045648854961827,12.162984732824428,-39.441465648854965,-0.02035852050781236,-0.03142883300781231,1.0249061279296896,-3690.6,-1728.8999999999999,148.79999999999998
147,4.221358778625953,1.7965725190839694,-60.60177099236642,-0.01425500488281236,-0.01751281738281231,1.0280799560546896,-3690.6,-1728.8999999999999,148.79999999999998
148,10.511435114503817,-0.3866335877862596,-76.93764885496184,0.0013699951171876404,0.00934265136718769,1.0358924560546896,-3690.6,-1728.8999999999999,148.79999999999998
149,6.526702290076335,5.308022900763358,-107.27352671755726,-0.12851281738281237,-0.09417297363281231,1.0163612060546896,-3690.6,-1728.8999999999999,148.79999999999998
150,12.022885496183207,3.5828320610687023,-107.10558778625955,0.02187780761718764,0.06573913574218769,0.9816932373046896,-3690.6,-1728.8999999999999,148.79999999999998
151,7.259526717557251,0.6973358778625953,-72.15902290076336,0.02920202636718764,0.05353210449218769,0.9804725341796896,-3690.6,-1728.8999999999999,148.79999999999998
152,6.740442748091603,-5.531671755725191,-54.78497709923664,0.0006375732421876404,0.00641296386718769,0.9860877685546896,-3690.6,-1728.8999999999999,148.79999999999998
153,5.702274809160305,-10.401900763358778,-44.021618320610685,-0.02157922363281236,-0.01555969238281231,1.0148963623046896,-3690.6,-1728.8999999999999,148.79999999999998
154,3.717541984732824,-9.379,-24.15902290076336,0.05093054199218764,-0.06365539550781231,1.0075721435546896,-3690.6,-1728.8999999999999,148.79999999999998
155,-0.05345038167938987,1.2164198473282442,-12.47963358778626,0.05776647949218764,-0.09759094238281231,1.0073280029296896,-3690.6,-1728.8999999999999,148.79999999999998
156,-0.49619847328244315,4.544664122137404,14.344793893129768,0.08535437011718763,-0.05340148925781231,1.0244178466796896,-3690.6,-1728.8999999999999,148.79999999999998
157,2.297694656488549,-3.9896870229007635,18.48219847328244,0.03457312011718764,0.00958679199218769,0.9929237060546896,-3690.6,-1728.8999999999999,148.79999999999998
158,-1.6717709923664128,-3.287396946564886,19.67303816793893,-0.02914758300781236,0.01129577636718769,0.9924354248046896,-3690.6,-1728.8999999999999,148.79999999999998
159,-2.526732824427482,-7.775946564885496,13.825709923664121,0.0025906982421876404,0.01031921386718769,1.0090369873046896,-3690.6,-1728.8999999999999,148.79999999999998
160,0.16029007633587744,0.05611450381679381,12.894412213740456,-9.484863281235961e-05,-0.01433898925781231,0.9848670654296896,-3690.6,-1728.8999999999999,148.79999999999998
161,0.816778625954198,-5.730145038167939,19.10815267175572,-0.01523156738281236,-0.01067687988281231,1.0053748779296896,-3690.6,-1728.8999999999999,148.79999999999998
162,-2.3587938931297714,-2.951519083969466,23.917312977099236,-0.02426477050781236,0.01764343261718769,0.9985389404296896,-3690.6,-1728.8999999999999,148.79999999999998
163,0.6030381679389308,-0.8293816793893131,36.48219847328244,-0.05136437988281236,0.03448913574218769,0.9934119873046896,-3690.6,-1728.8999999999999,148.79999999999998
164,-1.1832213740458022,2.804206106870229,45.50509923664122,-0.05038781738281236,0.04547546386718769,0.9804725341796896,-3690.6,-1728.8999999999999,148.79999999999998
165,-7.519099236641222,-3.027854961832061,61.26082442748091,-0.05356164550781236,0.04278991699218769,0.9870643310546896,-3690.6,-1728.8999999999999,148.79999999999998
166,-5.778641221374047,3.2469541984732824,71.85624427480916,-0.07577844238281237,0.02960632324218769,0.9926795654296896,-3690.6,-1728.8999999999999,148.79999999999998
167,-10.145053435114503,1.7965725190839694,88.32952671755724,-0.03793664550781236,-0.00481750488281231,0.9860877685546896,-3690.6,-1728.8999999999999,148.79999999999998
168,-9.671770992366412,7.277488549618321,90.57380152671755,0.00967077636718764,-0.04436828613281231,1.0415076904296896,-3690.6,-1728.8999999999999,148.79999999999998
