Number,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
1,0.018858778625955475,-0.00803816793893275,0.008053435114506097,-0.002047973632812498,0.007772216796875075,1.0006791992187491
2,0.0035916030534364207,-0.0004045801526732229,0.008053435114506097,-0.012546020507812498,-0.003702392578124925,0.9994584960937491
3,-0.004041984732823134,-0.00803816793893275,0.008053435114506097,0.001614135742187502,0.003621826171875075,0.9979936523437491
4,-0.004041984732823134,0.007229007633586332,-0.01484732824427254,0.001858276367187502,-0.0015051269531249252,1.0006791992187491
5,0.01122519083969592,-0.00803816793893275,0.00041984732824654203,0.004055541992187502,0.002401123046875075,0.9933549804687491
6,0.0035916030534364207,-0.00803816793893275,0.00041984732824654203,0.000637573242187502,0.002156982421875075,0.9911577148437491
7,0.02649236641221503,-0.015671755725192305,0.00041984732824654203,-0.004001098632812498,-0.0010168457031249252,0.9953081054687491
8,-0.011675572519082689,-0.015671755725192305,0.00041984732824654203,-0.002536254882812498,-0.007364501953124925,0.9999467773437491
9,0.0035916030534364207,0.014862595419845859,-0.007213740458012985,-0.003756958007812498,0.002401123046875075,0.9965288085937491
10,0.01122519083969592,-0.00803816793893275,0.015687022900765624,-0.00033898925781249796,-0.001993408203124925,1.0004350585937491
11,0.01122519083969592,-0.00803816793893275,0.02332061068702518,0.001125854492187502,-0.0005285644531249252,1.0004350585937491
12,0.0035916030534364207,-0.0004045801526732229,-0.01484732824427254,-9.484863281249796e-05,0.0009362792968750748,1.0038530273437491
13,-0.0345763358778613,-0.00803816793893275,-0.01484732824427254,0.003567260742187502,0.002156982421875075,1.0072709960937491
14,0.01122519083969592,0.007229007633586332,-0.01484732824427254,-0.003024536132812498,0.006063232421875075,0.9823686523437491
15,0.01122519083969592,-0.00803816793893275,-0.007213740458012985,0.00039343261718750204,-0.002481689453124925,0.9992143554687491
16,-0.011675572519082689,-0.00803816793893275,-0.007213740458012985,-0.003024536132812498,-0.0017492675781249252,1.0026323242187491
17,0.0035916030534364207,0.014862595419845859,0.015687022900765624,0.002102416992187502,-0.011270751953124925,1.0072709960937491
18,0.01122519083969592,0.022496183206105413,0.00041984732824654203,0.001369995117187502,0.0014245605468750748,1.0094682617187491
19,-0.011675572519082689,-0.00803816793893275,-0.022480916030532067,0.005520385742187502,-0.017618408203124925,0.9989702148437491
20,-0.004041984732823134,-0.0004045801526732229,0.00041984732824654203,-0.002780395507812498,-0.004923095703124925,0.9992143554687491
21,0.0035916030534364207,-0.015671755725192305,-0.007213740458012985,-0.004733520507812498,-0.0010168457031249252,1.0018999023437491
22,0.0035916030534364207,-0.0004045801526732229,-0.007213740458012985,-0.001803833007812498,-0.005899658203124925,0.9826127929687491
23,0.01122519083969592,-0.0004045801526732229,0.008053435114506097,0.002590698242187502,-0.0012609863281249252,1.0065385742187491
24,-0.004041984732823134,0.007229007633586332,0.00041984732824654203,0.002102416992187502,-0.0017492675781249252,1.0001909179687491
25,0.018858778625955475,0.007229007633586332,0.015687022900765624,0.00039343261718750204,-0.0017492675781249252,0.9975053710937491
26,-0.019309160305342243,-0.00803816793893275,0.00041984732824654203,-0.0184053955078125,-0.003946533203124925,0.9965288085937491
27,0.018858778625955475,-0.00803816793893275,0.00041984732824654203,-0.003756958007812498,0.004110107421875075,0.9989702148437491
28,0.0035916030534364207,-0.00803816793893275,0.008053435114506097,-0.001559692382812498,0.0016687011718750748,1.0001909179687491
29,0.0035916030534364207,0.007229007633586332,0.02332061068702518,0.001369995117187502,0.0002038574218750748,1.0014116210937491
30,0.018858778625955475,-0.015671755725192305,-0.022480916030532067,-0.0169405517578125,0.0006921386718750748,1.0031206054687491
31,0.0035916030534364207,-0.0004045801526732229,-0.01484732824427254,-9.484863281249796e-05,-0.001993408203124925,1.0023881835937491
32,-0.004041984732823134,0.007229007633586332,0.008053435114506097,-0.00033898925781249796,0.002156982421875075,0.9984819335937491
33,0.01122519083969592,-0.015671755725192305,-0.022480916030532067,-0.003756958007812498,-0.0010168457031249252,1.0014116210937491
34,0.01122519083969592,-0.015671755725192305,-0.007213740458012985,-0.002292114257812498,0.007283935546875075,1.0006791992187491
35,-0.004041984732823134,0.007229007633586332,0.00041984732824654203,0.008938354492187502,-4.02832031249252e-05,0.9975053710937491
36,0.01122519083969592,-0.0004045801526732229,0.00041984732824654203,0.001369995117187502,-0.001993408203124925,1.0026323242187491
37,-0.004041984732823134,-0.00803816793893275,0.00041984732824654203,-0.003024536132812498,-0.005411376953124925,0.9994584960937491
38,-0.004041984732823134,-0.00803816793893275,-0.007213740458012985,0.005276245117187502,-0.0002844238281249252,1.0036088867187491
39,-0.011675572519082689,-0.0004045801526732229,0.00041984732824654203,0.001125854492187502,0.003133544921875075,0.9940874023437491
40,0.0035916030534364207,0.007229007633586332,-0.007213740458012985,-0.012790161132812498,0.005819091796875075,1.0048295898437491
41,-0.011675572519082689,0.014862595419845859,0.00041984732824654203,0.001858276367187502,-0.0012609863281249252,0.9972612304687491
42,0.034125954198474584,0.014862595419845859,0.008053435114506097,-0.001803833007812498,0.004842529296875075,0.9957963867187491
43,0.01122519083969592,-0.02330534351145183,0.008053435114506097,-0.001559692382812498,-0.0017492675781249252,0.9984819335937491
44,-0.004041984732823134,0.007229007633586332,0.015687022900765624,0.009426635742187502,-0.018106689453124925,1.0004350585937491
45,0.01122519083969592,0.007229007633586332,0.00041984732824654203,0.003567260742187502,0.0009362792968750748,0.9816362304687491
46,-0.004041984732823134,-0.015671755725192305,-0.01484732824427254,-0.002536254882812498,-0.012491455078124925,0.9975053710937491
47,-0.004041984732823134,-0.0004045801526732229,0.015687022900765624,-0.004977661132812498,0.0019128417968750748,0.9999467773437491
48,-0.004041984732823134,0.014862595419845859,0.008053435114506097,-0.001803833007812498,-0.019083251953124925,0.9957963867187491
49,0.0035916030534364207,-0.00803816793893275,0.015687022900765624,-0.0169405517578125,-0.0012609863281249252,0.9848100585937491
50,-0.011675572519082689,-0.015671755725192305,0.00041984732824654203,0.001858276367187502,-0.003214111328124925,1.0011674804687491
51,-0.019309160305342243,-0.0004045801526732229,0.015687022900765624,-0.000583129882812498,-0.0015051269531249252,0.9999467773437491
52,0.0035916030534364207,0.022496183206105413,0.00041984732824654203,-0.000583129882812498,-0.0012609863281249252,1.0018999023437491
53,0.01122519083969592,-0.015671755725192305,0.00041984732824654203,-0.000583129882812498,-0.0017492675781249252,0.9994584960937491
54,-0.004041984732823134,-0.0004045801526732229,0.015687022900765624,-0.003756958007812498,0.011922607421875075,1.0004350585937491
55,-0.019309160305342243,-0.00803816793893275,0.008053435114506097,0.006008666992187502,0.004354248046875075,0.9972612304687491
56,-0.019309160305342243,-0.015671755725192305,0.008053435114506097,0.000637573242187502,0.004842529296875075,0.9967729492187491
57,-0.011675572519082689,0.014862595419845859,0.030954198473284705,0.003078979492187502,0.002156982421875075,1.0014116210937491
58,0.01122519083969592,-0.0004045801526732229,0.015687022900765624,0.003323120117187502,-0.003946533203124925,1.0082475585937491
59,-0.019309160305342243,-0.0004045801526732229,0.00041984732824654203,-0.001315551757812498,-0.014932861328124925,1.0001909179687491
60,-0.011675572519082689,0.014862595419845859,-0.01484732824427254,-9.484863281249796e-05,0.0016687011718750748,1.0070268554687491
61,0.01122519083969592,0.007229007633586332,-0.007213740458012985,0.010647338867187502,0.0016687011718750748,0.9979936523437491
62,0.0035916030534364207,-0.00803816793893275,0.00041984732824654203,0.001858276367187502,-0.0007727050781249252,1.0067827148437491
63,-0.004041984732823134,0.007229007633586332,0.030954198473284705,0.002834838867187502,-0.0002844238281249252,0.9982377929687491
64,-0.004041984732823134,0.030129770992364968,0.008053435114506097,-0.0186495361328125,0.002889404296875075,1.0058061523437491
65,0.01122519083969592,0.007229007633586332,0.015687022900765624,-0.001559692382812498,-0.0005285644531249252,1.0006791992187491
66,0.0035916030534364207,0.007229007633586332,0.00041984732824654203,0.001125854492187502,-0.0017492675781249252,0.9997026367187491
67,0.01122519083969592,-0.00803816793893275,0.008053435114506097,-0.001315551757812498,0.0002038574218750748,1.0023881835937491
68,0.018858778625955475,-0.0004045801526732229,0.00041984732824654203,0.006496948242187502,0.002156982421875075,1.0033647460937491
69,0.01122519083969592,0.014862595419845859,0.008053435114506097,0.011135620117187502,-0.003458251953124925,1.0011674804687491
70,0.0035916030534364207,-0.00803816793893275,-0.01484732824427254,-0.000583129882812498,-0.014200439453124925,1.0099565429687491
71,0.0035916030534364207,-0.0004045801526732229,-0.007213740458012985,0.000881713867187502,0.0004479980468750748,1.0050737304687491
72,-0.011675572519082689,-0.02330534351145183,0.00041984732824654203,-0.00033898925781249796,0.005086669921875075,1.0006791992187491
73,-0.004041984732823134,-0.0004045801526732229,0.008053435114506097,-0.003512817382812498,0.0004479980468750748,1.0077592773437491
74,-0.004041984732823134,-0.00803816793893275,0.00041984732824654203,-0.001315551757812498,0.002156982421875075,0.9950639648437491
75,0.01122519083969592,0.007229007633586332,-0.007213740458012985,0.000637573242187502,-0.003214111328124925,1.0043413085937491
76,-0.004041984732823134,-0.0004045801526732229,0.015687022900765624,0.001125854492187502,-0.0017492675781249252,1.0045854492187491
77,-0.004041984732823134,-0.0004045801526732229,-0.022480916030532067,0.003078979492187502,0.002645263671875075,0.9955522460937491
78,-0.011675572519082689,0.007229007633586332,0.00041984732824654203,-9.484863281249796e-05,0.011190185546875075,0.9906694335937491
79,-0.011675572519082689,-0.02330534351145183,-0.01484732824427254,-0.000827270507812498,-0.002237548828124925,1.0043413085937491
80,0.0035916030534364207,-0.02330534351145183,0.015687022900765624,-0.002780395507812498,-0.002481689453124925,0.9826127929687491
81,0.01122519083969592,0.022496183206105413,0.015687022900765624,-0.000583129882812498,0.010701904296875075,1.0033647460937491
82,-0.011675572519082689,0.014862595419845859,-0.01484732824427254,0.00014929199218750204,0.002889404296875075,0.9992143554687491
