Number,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
294,-0.0058320611,0.0097251908,0.0001603053,-0.0022415771,0.0006478271,1.0172011719
295,0.0018015267,0.0097251908,-0.0074732824,-0.012739624,-0.0003287354,1.0169570313
296,0.0094351145,-0.0131755725,-0.0151068702,-0.0027298584,-0.0020377197,1.0040175781
297,0.0094351145,0.0249923664,0.0154274809,-0.0024857178,-0.0042349854,0.9991347656
298,0.0018015267,-0.0055419847,0.0001603053,-0.0005325928,-8.45947265625015E-05,0.9959609375
299,0.0018015267,0.0173587786,0.0077938931,-0.0005325928,-0.0008170166,0.9991347656
300,0.0094351145,-0.0131755725,0.0001603053,0.0016646729,0.0001595459,0.9942519531
301,0.0018015267,-0.0055419847,0.0077938931,-0.0041947021,0.0008919678,0.9979140625
302,0.0094351145,0.0020916031,0.0077938931,-0.0122513428,-0.0020377197,0.9915664063
303,-0.0058320611,0.0020916031,0.0077938931,0.0026412354,0.0021126709,0.9915664063
304,0.0094351145,-0.0055419847,-0.0074732824,-0.0132279053,-0.0039908447,1.0005996094
305,0.0094351145,0.0097251908,-0.0074732824,0.0053267822,0.0006478271,0.9959609375
306,0.0018015267,0.0249923664,0.0077938931,0.0019088135,-0.0052115479,1.0035292969
307,-0.0058320611,0.0097251908,0.0001603053,-0.0039505615,0.005286499,0.9979140625
308,-0.0058320611,0.0249923664,0.0230610687,0.0041060791,0.0035775146,0.9993789063
309,-0.0210992366,-0.0055419847,-0.0074732824,0.0001998291,0.0047982178,0.9981582031
310,-0.0287328244,-0.0131755725,0.0154274809,0.0023970947,-0.0035025635,1.0045058594
311,-0.0058320611,-0.0131755725,0.0001603053,-0.0007767334,-0.0037467041,0.9942519531
312,0.0094351145,0.0020916031,-0.0151068702,0.0136275635,0.0133431396,0.9984023438
313,0.0094351145,-0.0055419847,-0.0151068702,0.0172896729,0.0023568115,1.0152480469
314,-0.0058320611,-0.0208091603,0.0001603053,0.0063033447,0.0004036865,1.0059707031
315,-0.0287328244,-0.0055419847,0.0154274809,0.0021529541,0.0006478271,1.0040175781
316,0.0094351145,0.0097251908,0.0306946565,0.0038619385,0.0194466553,1.0023085938
317,0.0018015267,0.0249923664,-0.0074732824,0.0036177979,0.0043099365,0.9966933594
318,-0.0210992366,0.0020916031,0.0230610687,-0.0110306396,-0.0020377197,1.0084121094
319,0.0170687023,-0.0208091603,-0.0074732824,-0.0022415771,-0.0017935791,1.0015761719
320,0.0170687023,-0.0055419847,0.0001603053,-0.0054154053,0.0026009521,0.9954726563
321,-0.0210992366,-0.0055419847,0.0230610687,-0.0039505615,0.0040657959,1.0045058594
322,-0.0134656489,-0.0055419847,0.0001603053,0.0043502197,-0.0035025635,1.0089003906
323,0.0094351145,0.0173587786,0.0230610687,-0.0039505615,0.0055306396,0.9922988281
324,0.0018015267,-0.0055419847,0.0001603053,0.0019088135,-0.000572876,0.9969375
325,0.0018015267,0.0097251908,0.0001603053,0.0155806885,-0.0032584229,1.0015761719
326,-0.0058320611,-0.0208091603,0.0001603053,0.0026412354,0.0038216553,0.989125
327,-0.0058320611,0.0020916031,0.0077938931,-0.0024857178,0.0018685303,1.0052382813
328,0.0094351145,-0.0055419847,-0.0151068702,0.0021529541,-8.45947265625015E-05,1.0001113281
329,-0.0134656489,-0.0208091603,-0.0074732824,0.000932251,-0.0054556885,0.9981582031
330,0.0094351145,-0.0131755725,0.0077938931,-0.0022415771,-0.0008170166,0.9954726563
331,0.0018015267,-0.0131755725,0.0077938931,-0.0110306396,0.0055306396,1.002796875
332,0.0018015267,0.0173587786,-0.0074732824,0.0016646729,0.0018685303,1.0013320313
333,0.0018015267,0.0173587786,0.0306946565,0.0006881104,0.0028450928,0.991078125
334,0.0247022901,0.0097251908,0.0154274809,-0.0032181396,0.0016243896,1.010609375
335,-0.0134656489,0.0097251908,0.0154274809,0.000932251,0.0023568115,1.0076796875
336,0.0170687023,-0.0131755725,0.0077938931,-0.0027298584,0.0038216553,0.9984023438
337,-0.0287328244,-0.0131755725,0.0077938931,0.0158248291,0.0172493896,0.9952285156
338,-0.0287328244,-0.0131755725,0.0077938931,-0.0022415771,0.0006478271,1.0042617188
339,-0.0058320611,-0.0055419847,0.0001603053,-0.0063919678,-0.0015494385,1.0052382813
340,-0.0210992366,0.0097251908,0.0001603053,-0.0132279053,0.0040657959,0.9984023438
341,-0.0058320611,-0.0055419847,0.0230610687,-0.0005325928,0.0023568115,0.9984023438
342,-0.0058320611,0.0020916031,-0.0074732824,-0.0034622803,-0.0049674072,0.9962050781
343,0.0018015267,-0.0284427481,-0.022740458,-0.0002884521,-0.0066763916,1.0152480469
344,0.0018015267,-0.0055419847,0.0077938931,0.0031295166,-0.0049674072,0.9942519531
345,0.0399694656,0.0020916031,0.0001603053,-0.0007767334,-0.0022818604,1.00084375
346,0.0170687023,-0.0055419847,0.0001603053,-0.0041947021,0.0011361084,1.0045058594
347,-0.0058320611,-0.0131755725,0.0077938931,-0.0017532959,0.001380249,1.00084375
348,-0.0134656489,-0.0055419847,0.0001603053,0.0138717041,0.0074837646,1.0001113281
349,0.0094351145,-0.0131755725,0.0001603053,0.0016646729,0.0008919678,0.998890625
350,0.0094351145,0.0020916031,-0.0074732824,0.000932251,-0.002526001,1.0032851563
351,0.0018015267,-0.0131755725,0.0077938931,0.0153365479,-0.0010611572,1.0020644531
352,-0.0363664122,-0.0055419847,0.0154274809,0.0063033447,-0.0008170166,0.9979140625
353,0.0094351145,-0.0131755725,-0.0074732824,0.0011763916,0.0008919678,0.9971816406
354,-0.0058320611,0.0173587786,0.0077938931,0.0019088135,0.0172493896,1.0023085938
355,-0.0134656489,0.0249923664,-0.0151068702,-0.0044388428,0.0008919678,1.0045058594
356,0.0018015267,0.0020916031,0.0001603053,0.000932251,0.0060189209,1.0015761719
357,0.0018015267,-0.0131755725,0.0077938931,0.0004439697,0.0043099365,1.0018203125
358,0.0170687023,0.0020916031,0.0001603053,-0.002973999,-0.0047232666,1.0015761719
359,0.0094351145,0.0020916031,0.0077938931,0.0170455322,0.0177376709,1.0172011719
360,0.0018015267,-0.0055419847,0.0001603053,0.016557251,0.0035775146,1.0003554688
361,0.0094351145,0.0097251908,0.0077938931,-0.0002884521,0.0016243896,0.9915664063
362,0.0094351145,-0.0284427481,0.0001603053,0.0021529541,0.0001595459,1.0040175781
363,0.0018015267,-0.0131755725,-0.0074732824,0.0014205322,-0.0030142822,1.0042617188
364,0.0094351145,-0.0131755725,0.0077938931,0.0016646729,-0.0017935791,0.9991347656
365,-0.0058320611,0.0097251908,-0.0074732824,-0.0017532959,-0.0032584229,0.994984375
366,-0.0058320611,-0.0055419847,0.0077938931,-0.0022415771,-0.0030142822,0.9922988281
367,-0.0134656489,-0.0055419847,0.0154274809,-0.0015091553,0.0165169678,1.0013320313
368,-0.0134656489,0.0097251908,-0.0074732824,0.0001998291,0.0038216553,0.9984023438
369,0.0094351145,-0.0055419847,0.0077938931,0.0001998291,-0.0020377197,0.9984023438
370,0.0018015267,-0.0055419847,0.0077938931,-4.43115234371461E-05,-0.006432251,1.006703125
371,-0.0058320611,-0.0284427481,0.0001603053,0.0006881104,0.0126107178,1.0005996094
372,-0.0058320611,-0.0055419847,-0.0074732824,-0.0034622803,-0.0022818604,0.9896132813
373,-0.0058320611,-0.0055419847,0.0306946565,0.0089888916,-8.45947265625015E-05,0.998890625
374,-0.0058320611,0.0097251908,-0.022740458,-0.0081009521,-0.004479126,1.0025527344
375,0.0018015267,-0.0131755725,0.0001603053,0.0033736572,0.0138314209,0.9979140625
376,0.0247022901,0.0020916031,0.0001603053,-0.0039505615,-0.0030142822,1.0052382813
377,0.0170687023,-0.0055419847,0.0077938931,-0.0012650146,-0.0008170166,0.9998671875
378,-0.0134656489,-0.0055419847,-0.0074732824,0.0006881104,0.0035775146,0.9966933594
379,-0.0210992366,-0.0208091603,-0.0151068702,-0.010786499,0.0016243896,1.0030410156
380,0.0170687023,-0.0055419847,-0.0380076336,-0.0129837646,0.0016243896,1.0015761719
381,0.0094351145,-0.0284427481,0.0001603053,-4.43115234371461E-05,-0.0015494385,0.9993789063
382,-0.0058320611,0.0020916031,0.0154274809,-0.0124954834,0.001380249,1.0018203125
383,0.0170687023,-0.0131755725,0.0154274809,0.0043502197,0.0008919678,1.0023085938
384,-0.0210992366,0.0020916031,0.0230610687,0.000932251,-0.0015494385,0.991078125
385,0.0018015267,-0.0055419847,0.0077938931,0.002885376,0.017005249,0.989125
386,0.0018015267,-0.0055419847,-0.0151068702,0.0033736572,0.0035775146,0.9966933594
387,0.0018015267,-0.0055419847,0.0001603053,0.0006881104,0.0004036865,0.9896132813
388,0.0018015267,0.0097251908,-0.0074732824,-0.0017532959,0.0006478271,1.0045058594
389,0.0094351145,0.0097251908,0.0154274809,-0.0027298584,0.0011361084,1.0069472656
390,0.0018015267,-0.0055419847,0.0154274809,0.0141158447,0.0030892334,0.9976699219
391,0.0018015267,0.0020916031,0.0001603053,0.0023970947,-0.0154654541,0.9925429688
392,-0.0287328244,-0.0284427481,0.0001603053,0.0121627197,-0.0020377197,1.002796875
393,-0.0134656489,-0.0055419847,0.0154274809,-0.002973999,0.0028450928,1.0137832031
394,0.0094351145,-0.0055419847,0.0001603053,0.0133834229,0.0038216553,0.9935195313
395,0.0170687023,-0.0055419847,0.0154274809,-0.0027298584,0.0016243896,0.989125
396,0.0094351145,0.0097251908,0.0001603053,0.0014205322,0.0035775146,1.0020644531
397,0.0018015267,0.0173587786,0.0306946565,-0.0024857178,0.005286499,0.9981582031
398,-0.0134656489,0.0173587786,-0.0074732824,0.002885376,-0.000572876,1.0167128906
399,0.0170687023,0.0249923664,0.0077938931,0.0175338135,-0.0022818604,0.9986464844
400,0.0247022901,-0.0131755725,0.0077938931,0.0041060791,-0.0035025635,1.0101210938
401,0.0247022901,-0.0055419847,0.0230610687,-0.0051712646,0.0001595459,0.9835097656
402,0.0552366412,-0.0360763359,0.0001603053,0.0104537354,0.0028450928,0.9913222656
403,0.0247022901,0.0020916031,0.0077938931,0.004838501,-0.0096060791,0.9979140625
404,0.0399694656,0.0020916031,-0.0074732824,-0.0110306396,-0.0022818604,1.0057265625
405,0.0018015267,0.0249923664,-0.022740458,-0.012739624,0.0021126709,0.9984023438
406,0.0323358779,0.0097251908,0.0077938931,0.0006881104,-0.0074088135,1.0147597656
407,0.0323358779,0.0097251908,0.0230610687,0.0097213135,-0.004479126,1.0045058594
408,-0.0287328244,0.0326259542,0.0230610687,0.0045943604,-0.0003287354,0.9959609375
409,0.0094351145,0.0097251908,0.0230610687,-0.0085892334,0.0006478271,0.9940078125
410,-0.0287328244,0.0326259542,-0.0151068702,0.002885376,0.0047982178,1.0098769531
411,-0.0821679389,-0.0055419847,-0.0074732824,-0.0120072021,0.0162728271,0.9922988281
412,-0.0287328244,-0.0208091603,0.0154274809,-0.0254349365,0.0094368896,0.9515273438
413,0.2155419847,-0.0284427481,0.0154274809,0.014604126,-0.002526001,1.0377089844
414,-0.0134656489,-0.0055419847,0.0077938931,0.0031295166,0.0204232178,0.975453125
415,0.0094351145,-0.0055419847,0.0001603053,-0.0007767334,-0.0059439697,1.0015761719
416,0.0170687023,-0.0360763359,0.0077938931,0.0160689697,-0.002526001,1.0128066406
417,0.0018015267,0.0020916031,-0.0074732824,0.0006881104,-0.0015494385,0.9944960938
418,0.0552366412,0.0020916031,0.0001603053,0.0045943604,0.0004036865,0.9959609375
419,0.0323358779,-0.0131755725,0.0077938931,0.0041060791,-0.0020377197,1.0123183594
420,0.0323358779,-0.0208091603,0.0154274809,-0.0005325928,0.0145638428,0.9979140625
421,0.0018015267,0.0097251908,0.0077938931,0.0023970947,0.0028450928,1.0010878906
422,0.0399694656,-0.0208091603,0.0001603053,-0.0012650146,-0.0074088135,1.0003554688
423,0.0247022901,-0.0131755725,0.0077938931,0.0170455322,0.001380249,0.9996230469
424,0.0247022901,-0.0208091603,0.0230610687,-0.0017532959,-0.0037467041,0.9861953125
425,0.0399694656,0.0249923664,0.0306946565,0.0033736572,0.0028450928,1.0054824219
426,0.0170687023,0.0249923664,0.0001603053,-0.002973999,0.0023568115,0.9920546875
427,0.0094351145,0.0020916031,0.0001603053,-0.0027298584,0.0004036865,1.0093886719
428,0.0170687023,0.0097251908,0.0001603053,-0.0027298584,-0.0037467041,0.9954726563
429,0.0018015267,0.0097251908,0.0154274809,-0.0051712646,0.001380249,1.0010878906
430,0.0247022901,0.0173587786,0.0077938931,0.0116744385,-0.002526001,1.0015761719
431,0.0018015267,-0.0284427481,0.0459618321,-0.0085892334,0.0026009521,1.0025527344
432,0.0094351145,0.0249923664,0.0230610687,-0.0012650146,0.0021126709,1.0015761719
433,0.0247022901,0.0173587786,0.0230610687,-0.0019974365,0.0038216553,1.0032851563
434,0.0018015267,0.0020916031,0.0230610687,-0.0027298584,0.0021126709,1.0001113281
435,0.0018015267,0.0249923664,-0.0074732824,0.0072799072,-0.0010611572,1.00865625
436,-0.0134656489,0.040259542,0.0001603053,-0.008833374,-0.0027701416,0.9991347656
437,-0.0134656489,-0.0131755725,0.0154274809,0.0026412354,-8.45947265625015E-05,1.0005996094
438,-0.0058320611,0.0020916031,0.0230610687,-0.0034622803,0.0001595459,1.0018203125
439,-0.0058320611,0.0097251908,0.0230610687,0.0177779541,0.003333374,0.991078125
440,-0.0058320611,0.0020916031,0.0154274809,-0.0066361084,0.0026009521,1.006703125
441,0.0094351145,-0.0055419847,-0.0074732824,-0.0022415771,0.0060189209,1.002796875
442,0.0247022901,0.0020916031,0.0001603053,0.0045943604,-0.0086295166,1.0005996094
443,0.0018015267,-0.0131755725,0.0230610687,0.016557251,0.0145638428,0.9971816406
444,0.0094351145,-0.0055419847,-0.0074732824,0.0175338135,0.0008919678,1.0162246094
445,0.0018015267,0.0173587786,0.0001603053,0.0045943604,0.0018685303,1.00084375
446,0.0094351145,-0.0208091603,0.0077938931,0.0133834229,0.0057747803,1.0018203125
447,-0.0058320611,-0.0208091603,0.0001603053,-4.43115234371461E-05,0.0001595459,1.0013320313
448,0.0094351145,0.0020916031,0.0001603053,-0.006880249,0.0035775146,1.0015761719
449,0.0094351145,-0.0208091603,0.0001603053,0.0041060791,0.0028450928,0.9971816406
450,-0.0058320611,-0.0208091603,0.0306946565,0.0021529541,-0.0035025635,1.0018203125
451,-0.0058320611,0.0097251908,0.0230610687,-0.0002884521,-0.0022818604,0.991078125
452,0.0323358779,-0.0055419847,0.0077938931,0.0006881104,-0.0013052979,1.002796875
453,0.0018015267,-0.0131755725,0.0001603053,-0.0061478271,-0.0017935791,0.9952285156
454,0.0170687023,-0.0208091603,0.0001603053,-0.0122513428,0.0021126709,0.9964492188
455,-0.0287328244,0.1013282443,0.0077938931,-0.0027298584,0.0004036865,0.9903457031
456,0.1086717557,-0.0360763359,-0.022740458,0.0023970947,-0.0088736572,1.0511367188
457,0.0170687023,-0.0131755725,0.0001603053,0.016557251,-0.0008170166,1.0098769531
458,0.0170687023,-0.0131755725,0.0077938931,0.0136275635,-0.0069205322,1.0123183594
459,0.0018015267,-0.0208091603,0.0154274809,0.0168013916,-0.0013052979,0.9957167969
460,-0.0058320611,-0.0208091603,-0.0074732824,0.000932251,0.0038216553,0.998890625
461,-0.0058320611,0.0097251908,0.0001603053,0.0006881104,0.0023568115,0.9927871094
462,-0.0210992366,-0.0055419847,0.0230610687,0.0004439697,0.0016243896,0.9927871094
463,-0.0134656489,0.0097251908,0.0154274809,0.0065474854,0.0043099365,1.0015761719
464,0.0018015267,-0.0131755725,0.0001603053,-0.001020874,-0.0035025635,0.9898574219
465,0.0018015267,0.0020916031,-0.022740458,-0.0027298584,0.0030892334,0.9971816406
466,0.0018015267,0.0097251908,-0.0151068702,0.0158248291,-0.0022818604,0.9966933594
467,-0.0058320611,0.0020916031,0.0154274809,-0.0005325928,0.0055306396,0.9962050781
468,0.0170687023,-0.0055419847,0.0077938931,0.0041060791,-8.45947265625015E-05,0.9901015625
469,-0.0287328244,-0.0055419847,0.0077938931,-0.0095657959,0.0172493896,1.0003554688
470,0.0094351145,-0.0208091603,0.0077938931,-0.0132279053,-0.0078970947,1.0003554688
471,-0.0058320611,-0.0131755725,-0.0151068702,0.014604126,-0.0052115479,0.9979140625
472,0.0323358779,0.0020916031,-0.0151068702,-0.0122513428,-0.0042349854,1.0169570313
473,0.0094351145,0.0020916031,-0.0074732824,0.0036177979,-0.0020377197,1.0064589844
474,0.0018015267,0.0020916031,0.0230610687,-0.0039505615,0.0028450928,0.9974257813
475,0.0018015267,-0.0284427481,0.0306946565,0.0160689697,0.0004036865,0.9893691406
476,-0.0287328244,-0.0131755725,0.0001603053,0.0097213135,0.0011361084,0.9925429688
477,0.0094351145,-0.0055419847,0.0077938931,-0.0017532959,0.0026009521,0.9974257813
478,0.0094351145,-0.0284427481,0.0001603053,-0.0022415771,-0.0003287354,1.0040175781
479,0.0170687023,0.0173587786,0.0001603053,-0.0007767334,-0.0071646729,0.9981582031
480,-0.0058320611,-0.0131755725,-0.0074732824,-0.0132279053,-0.0069205322,0.9922988281
481,-0.0134656489,0.0173587786,0.0230610687,0.0036177979,0.003333374,0.9996230469
482,0.0018015267,0.0097251908,0.0154274809,0.0128951416,0.0028450928,0.9896132813
483,0.0094351145,-0.0208091603,0.0001603053,-0.0027298584,-0.0105826416,0.9925429688
484,-0.0287328244,-0.0131755725,0.0077938931,-0.0129837646,0.0204232178,1.0054824219
485,0.0170687023,-0.0055419847,0.0077938931,0.0177779541,0.0030892334,1.0037734375
486,0.0018015267,-0.0055419847,0.0077938931,0.006791626,0.0043099365,1.0023085938
487,-0.0287328244,0.0097251908,0.0230610687,-0.0110306396,0.0162728271,0.9981582031
488,-0.0058320611,0.0173587786,0.0154274809,0.0124068604,-0.0052115479,0.99303125
489,0.0018015267,0.0020916031,0.0230610687,-0.0129837646,0.0006478271,0.9959609375
490,-0.0058320611,0.0097251908,-0.0074732824,-0.0132279053,-0.0035025635,0.998890625
491,0.0094351145,-0.0055419847,0.0077938931,0.0065474854,0.0047982178,1.0123183594
492,0.0018015267,0.0173587786,-0.0074732824,-0.0115189209,0.001380249,0.9996230469
493,0.0018015267,0.0173587786,0.0154274809,0.0163131104,0.0030892334,1.0189101563
494,0.0018015267,0.0097251908,0.0077938931,-0.004927124,-0.0015494385,1.0049941406
495,0.0094351145,-0.0055419847,0.0154274809,0.0019088135,0.003333374,0.9957167969
496,0.0018015267,0.0020916031,-0.0074732824,0.0063033447,0.0060189209,0.9954726563
497,0.0018015267,0.0249923664,0.0001603053,-0.0078568115,-0.0069205322,0.9986464844
498,-0.0287328244,0.0173587786,0.0001603053,-0.0007767334,-0.0022818604,1.0005996094
499,-0.0210992366,-0.0055419847,0.0154274809,0.0038619385,0.0021126709,1.002796875
500,-0.0287328244,0.0097251908,0.0154274809,0.0170455322,0.0001595459,0.9976699219
501,-0.0210992366,-0.0055419847,0.0230610687,0.0014205322,0.0035775146,1.0030410156
502,-0.0134656489,0.0173587786,0.0077938931,0.0143599854,0.0026009521,1.0062148438
503,0.0018015267,-0.0208091603,0.0306946565,-0.0007767334,-0.0008170166,1.00865625
504,-0.0058320611,0.0097251908,0.0154274809,0.0050826416,0.0004036865,1.0023085938
505,-0.0058320611,0.0020916031,0.0154274809,-0.0122513428,-0.0035025635,1.0015761719
506,-0.0058320611,-0.0131755725,0.0001603053,0.0150924072,0.0043099365,1.0020644531
507,0.0018015267,-0.0055419847,0.0154274809,-0.0039505615,-0.0008170166,1.0005996094
508,0.0018015267,-0.0055419847,0.0001603053,0.000932251,-0.0030142822,1.0191542969
509,0.0170687023,0.0020916031,-0.0074732824,-0.0012650146,0.0030892334,0.994984375
510,0.0247022901,0.0173587786,0.0077938931,0.0043502197,-0.0105826416,1.0025527344
511,0.0094351145,-0.0131755725,0.0077938931,-0.0027298584,-0.0013052979,1.00865625
512,0.0018015267,-0.0284427481,0.0154274809,0.0053267822,-0.0010611572,1.0057265625
513,-0.0058320611,-0.0208091603,0.0077938931,-0.0034622803,-0.0008170166,0.9964492188
514,0.0094351145,-0.0437099237,0.0154274809,0.0021529541,0.0028450928,1.0108535156
515,0.0094351145,-0.0208091603,0.0230610687,0.000932251,-0.0010611572,0.9969375
516,-0.0058320611,-0.0208091603,0.0077938931,0.0019088135,0.0047982178,1.0005996094
517,0.0170687023,0.0020916031,0.0077938931,-0.001020874,0.0016243896,1.0049941406
518,0.0399694656,-0.0208091603,0.0154274809,-0.0032181396,0.0026009521,0.9898574219
519,-0.0058320611,-0.0055419847,0.0001603053,-0.001020874,0.003333374,1.01646875
520,0.0247022901,-0.0055419847,0.0154274809,-0.0007767334,-0.0049674072,1.0062148438
521,0.0323358779,-0.0437099237,0.0001603053,-0.0027298584,0.0035775146,0.9944960938
522,-0.0210992366,-0.0055419847,0.0154274809,-0.0044388428,0.0016243896,1.0125625
523,-0.0058320611,0.0478931298,-0.0074732824,0.0014205322,-0.0100943604,0.9981582031
524,-0.044,-0.0055419847,0.0154274809,0.014604126,-0.0003287354,1.0003554688
525,0.0018015267,-0.0208091603,0.0077938931,0.0119185791,-0.0039908447,0.9869277344
526,0.0170687023,0.0249923664,0.0001603053,-0.0005325928,0.0030892334,1.0010878906
527,0.0476030534,0.0249923664,-0.0303740458,0.0041060791,0.0001595459,1.0025527344
528,0.0094351145,-0.0055419847,0.0001603053,-0.0061478271,0.0023568115,1.0035292969
529,-0.0287328244,-0.0055419847,0.0001603053,-0.0015091553,0.005286499,1.0157363281
530,0.0170687023,0.0173587786,0.0077938931,0.0001998291,0.0026009521,1.00084375
531,0.0018015267,0.0326259542,0.0001603053,-0.0063919678,0.0030892334,1.0174453125
532,0.0247022901,-0.0055419847,0.0001603053,-0.0076126709,0.013098999,1.0179335938
533,0.0018015267,0.0249923664,0.0230610687,-0.0002884521,0.0199349365,0.9969375
534,0.0018015267,-0.0208091603,0.0077938931,-0.002973999,0.0021126709,0.99303125
535,0.0018015267,-0.0208091603,0.0154274809,0.0055709229,0.0199349365,1.0162246094
536,0.0018015267,-0.0131755725,0.0077938931,0.0109420166,0.0008919678,1.0003554688
537,-0.0134656489,-0.0208091603,0.0077938931,0.0050826416,0.0030892334,1.0132949219
538,0.0018015267,-0.0131755725,0.0077938931,-0.0124954834,-0.0030142822,0.9976699219
539,-0.0287328244,0.0249923664,-0.0074732824,-0.004927124,-0.004479126,0.9986464844
540,0.0323358779,0.0173587786,0.0077938931,-0.0073685303,0.0145638428,0.998890625
541,-0.0058320611,-0.0208091603,-0.0074732824,-0.0051712646,0.0028450928,1.0003554688
542,0.0399694656,0.0326259542,0.0077938931,0.0175338135,0.0157845459,1.006703125
543,0.0094351145,0.0478931298,0.0154274809,-0.0132279053,0.0040657959,1.0230605469
544,0.0247022901,0.0631603053,0.0077938931,0.0011763916,0.0062630615,1.0079238281
545,-0.0058320611,0.0173587786,0.0001603053,0.008744751,0.0040657959,1.0128066406
546,-0.0134656489,-0.0131755725,-0.022740458,-0.0132279053,-0.0013052979,0.9937636719
547,-0.0287328244,0.0020916031,0.0001603053,-0.0120072021,0.0035775146,1.002796875
548,-0.044,0.0020916031,0.0077938931,0.0116744385,-0.0027701416,0.9966933594
549,0.0018015267,-0.0131755725,0.0077938931,0.0133834229,-0.0017935791,0.9744765625
550,0.0323358779,0.0020916031,0.0154274809,0.0099654541,-0.0015494385,1.0096328125
551,0.0247022901,-0.0131755725,0.0077938931,0.0160689697,0.0026009521,1.0113417969
552,0.0247022901,-0.0131755725,0.0230610687,-0.0110306396,0.0021126709,1.0030410156
553,-0.0134656489,-0.0208091603,0.0154274809,-0.0032181396,0.0016243896,1.0059707031
554,0.0094351145,-0.0131755725,0.0154274809,0.0155806885,0.0045540771,1.0001113281
555,0.0094351145,-0.0437099237,0.0383282443,-0.0054154053,-0.0054556885,1.0069472656
556,0.0552366412,-0.0589770992,0.0230610687,-0.0024857178,-0.002526001,1.0018203125
557,0.0552366412,-0.0360763359,0.084129771,-0.0037064209,0.0043099365,1.0042617188
558,0.0399694656,-0.0589770992,0.1451984733,-0.0110306396,-0.0105826416,1.0167128906
559,-0.0058320611,-0.0284427481,0.3436717557,-0.0203079834,0.0082161865,0.9986464844
560,-0.0592671756,-0.0208091603,0.4505419847,-0.038130249,0.0045540771,0.9901015625
561,-0.0669007634,0.0020916031,0.3207709924,0.0014205322,-0.0020377197,0.9991347656
562,-0.0210992366,-0.0360763359,0.1375648855,0.0453658447,0.001380249,1.0132949219
563,-0.0210992366,0.0097251908,0.0459618321,0.0268111572,-0.0056998291,1.0093886719
564,-0.0134656489,0.0173587786,0.0001603053,0.0168013916,0.0021126709,1.0035292969
565,-0.0210992366,0.0020916031,0.0077938931,0.0119185791,0.0028450928,0.9903457031
566,0.0170687023,0.0173587786,-0.0303740458,0.0031295166,-0.0105826416,0.991078125
567,0.0094351145,-0.0055419847,-0.0609083969,0.0019088135,0.0004036865,0.9901015625
568,0.0094351145,-0.0284427481,-0.0761755725,0.0019088135,0.0018685303,0.9915664063
569,0.0170687023,-0.0360763359,-0.1219770992,0.0038619385,-0.0042349854,0.9974257813
570,0.0552366412,-0.0818778626,-0.1219770992,-0.0017532959,0.005286499,1.0201308594
571,0.0247022901,-0.0742442748,-0.1143435115,-0.0017532959,0.0028450928,1.0023085938
572,0.0323358779,-0.066610687,-0.0685419847,-0.0105423584,-0.0003287354,1.0069472656
573,0.0476030534,-0.0742442748,0.0001603053,-0.0007767334,0.0065072021,1.0108535156
574,0.0247022901,-0.0437099237,0.0230610687,0.0175338135,-0.0003287354,1.0062148438
575,0.0552366412,-0.0360763359,0.0535954198,0.0141158447,0.0028450928,1.0054824219
576,0.0552366412,-0.0208091603,0.1375648855,-0.0046829834,0.0057747803,0.9888808594
577,-0.0592671756,0.0631603053,0.2444351145,-0.0173782959,0.0152962646,0.9688613281
578,-0.0363664122,0.0936946565,0.0917633588,0.0148482666,-0.0088736572,0.9957167969
579,0.0476030534,0.0707938931,0.0154274809,0.043901001,-0.012291626,1.0054824219
580,0.0781374046,-0.0055419847,0.0306946565,-0.0022415771,-0.0010611572,0.9959609375
581,0.0857709924,-0.0971450382,0.0383282443,0.0019088135,-0.0035025635,1.0093886719
582,0.1163053435,-0.1658473282,0.0459618321,-0.0046829834,0.0040657959,1.0128066406
583,0.0552366412,-0.1582137405,0.1451984733,-0.0071243896,-0.0017935791,0.9922988281
584,-0.0592671756,0.0020916031,0.6261145038,-0.0586380615,0.0187142334,0.9605605469
585,-0.1432366412,-0.0284427481,0.832221374,-0.0867142334,0.0155404053,0.9937636719
586,-0.2119389313,0.0097251908,0.8780229008,-0.0137161865,0.0152962646,0.998890625
587,-0.150870229,-0.0360763359,0.8856564885,0.0072799072,0.0194466553,1.0150039063
588,-0.1356030534,-0.0971450382,0.977259542,0.0128951416,0.0387337646,1.0045058594
589,-0.1432366412,-0.0971450382,0.9696259542,-0.0027298584,0.0260384521,0.99303125
590,-0.0974351145,-0.2192824427,1.0154274809,0.0019088135,0.0253060303,1.0240371094
591,-0.0745343511,-0.2956183206,1.1757328244,-0.0142044678,0.0116341553,1.0125625
592,-0.1585038168,-0.3261526718,1.2826030534,-0.0286087646,0.0006478271,0.9854628906
593,-0.2730076336,-0.2269160305,1.1451984733,-0.0383743896,-0.0291373291,0.9725234375
594,-0.4104122137,0.0173587786,0.9238244275,0.051713501,-0.0354849854,0.9605605469
595,-0.402778626,-0.0589770992,0.8474885496,0.0414595947,0.0030892334,1.0157363281
596,-0.3951450382,-0.104778626,0.9009236641,0.0097213135,0.0157845459,1.0103652344
597,-0.3798778626,-0.0818778626,0.8780229008,-0.0207962646,0.0333626709,1.0091445313
598,-0.2653740458,0.0249923664,0.8474885496,0.0316939697,0.007239624,1.0154921875
