Number,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
599,-0.1890381679,0.0555267176,0.8016870229,0.0099654541,-0.0017935791,1.0093886719
600,-0.1127022901,0.0631603053,0.870389313,-0.0102982178,-0.010338501,1.0218398438
601,-0.0821679389,0.4372061069,1.1757328244,-0.0542435303,0.0050423584,0.9752089844
602,0.0247022901,0.7654503817,1.2139007634,-0.0491165771,-0.0017935791,1.0276992188
603,0.1926412214,0.7730839695,1.1986335878,-0.0044388428,0.0140755615,1.0364882813
604,0.2842442748,0.2081984733,1.191,0.0082564697,0.0026009521,1.0367324219
605,0.2079083969,-0.2345496183,1.1222977099,0.0231490479,-0.0017935791,0.9986464844
606,0.0323358779,-0.5551603053,1.0764961832,0.0192427979,-0.0127799072,0.9737441406
607,0.0094351145,-0.7994351145,1.0154274809,0.0141158447,0.0055306396,1.0189101563
608,0.1468396947,-1.0208091603,0.9161908397,0.0192427979,0.0321419678,1.0533339844
609,0.2995114504,-1.532259542,0.8093206107,0.0414595947,0.0279915771,1.0797011719
610,0.3453129771,-1.9139389313,1.0993969466,0.010697876,0.0450814209,1.0709121094
611,0.4674503817,-2.2192824427,1.1299312977,-0.0349564209,0.0546029053,1.0604140625
612,0.2995114504,-2.0131755725,0.9619923664,-0.0762161865,-0.0081412354,0.9366347656
613,0.2842442748,-1.2192824427,0.8474885496,-0.0154251709,-0.0225455322,0.9378554688
614,0.2231755725,-0.1963816794,0.7711526718,-0.0100540771,-0.0186392822,0.9544570313
615,0.0323358779,-1.6925648855,0.7024503817,0.0570845947,-0.1123892822,0.9796035156
616,0.1468396947,0.7120152672,0.7329847328,0.0605025635,-0.0479361572,1.0228164063
617,0.3987480916,0.9104885496,0.6108473282,0.0097213135,0.0270150146,1.0443007813
618,0.6506564885,1.2616335878,0.3742061069,0.0089888916,-0.0017935791,1.11021875
619,0.5437862595,1.8646870229,0.0993969466,0.0485396729,-0.0262076416,1.0540664063
620,0.5666870229,2.8036183206,0.0993969466,0.0412154541,0.0038216553,1.0518691406
621,0.8109618321,2.5822442748,0.2673358779,0.0287642822,0.065833374,1.1251113281
622,0.6811908397,1.360870229,0.4658091603,0.0675826416,0.0511849365,1.0684707031
623,0.5590534351,-0.1200458015,0.5879465649,0.0168013916,-0.0288931885,1.1002089844
624,0.3376793893,-0.5169923664,0.7329847328,0.014604126,0.0148079834,1.0543105469
625,0.2537099237,-1.0742442748,0.6719160305,-0.0364212646,0.0919564209,1.0882460938
626,1.5895877863,-2.1200458015,0.511610687,-0.0376419678,-0.0364615479,1.0628554688
627,-1.044,-2.7841679389,0.3207709924,-0.0373978271,-0.0164420166,1.0491835938
628,-1.5630839695,-3.3948549618,0.3436717557,-0.0530228271,0.0184700928,1.0328261719
629,-2.0210992366,-3.0742442748,0.3894732824,-0.0171341553,-0.0408560791,0.9805800781
630,-2.1966717557,-1.9063053435,0.4734427481,-0.0024857178,0.0157845459,0.9603164063
631,-2.1814045802,-0.852870229,0.2368015267,0.0031295166,-0.0140006104,1.0059707031
632,-2.2119389313,-0.5017251908,-0.0380076336,0.0629439697,-0.0076529541,1.030140625
633,-2.1814045802,-0.3566870229,-0.2517480916,0.0700240479,-0.0237662354,1.0264785156
634,-1.9905648855,-0.3948549618,-0.2899160305,0.0954146729,-0.0286490479,1.0308730469
635,-1.3569770992,-0.7536335878,0.0688625954,0.1000533447,-0.0108267822,1.0660292969
636,-0.5859847328,-0.8910381679,0.4429083969,0.073197876,0.0160286865,1.0386855469
637,-0.0210992366,-0.5246259542,0.6032137405,0.0248580322,-0.0049674072,1.0274550781
638,0.2460763359,0.0020916031,0.656648855,-0.022505249,-0.0027701416,1.0384414063
639,0.1773740458,0.4143053435,0.5726793893,-0.0190872803,0.013098999,1.0821425781
640,-0.3340763359,0.7654503817,0.2673358779,-0.0430130615,-0.0381705322,1.0648085938
641,-0.8378931298,0.6509465649,0.1222977099,-0.0293411865,-0.0179068604,1.1063125
642,-1.1661374046,0.3761374046,-0.022740458,0.0016646729,0.0179818115,1.1187636719
643,-1.5325496183,-0.0131755725,-0.1830458015,0.0011763916,-0.0013052979,1.0872695313
644,-1.830259542,-0.3337862595,-0.1219770992,0.0297408447,-0.0037467041,1.0992324219
645,-2.0363664122,-0.5475267176,0.1146641221,-0.0134720459,-0.0284049072,1.0696914063
646,-2.150870229,-0.7841679389,0.4200076336,-0.0027298584,-0.0130240479,1.1107070313
647,-2.4562137405,-0.9444732824,0.5039770992,0.0153365479,-0.0281607666,1.1219375
648,-2.0745343511,-0.425389313,0.549778626,-0.0017532959,0.0006478271,1.1131484375
649,-2.0745343511,-0.3948549618,0.5650458015,0.0099654541,0.0023568115,1.0928847656
650,-1.9447633588,0.2005648855,0.4887099237,0.0155806885,-0.0323111572,1.0689589844
651,-1.7768244275,0.5211755725,0.5192442748,0.0072799072,0.0001595459,1.1050917969
652,-1.6470534351,0.2921679389,0.4352748092,0.0065474854,-0.014244751,1.1439101563
653,-1.7081221374,-0.2498167939,0.3894732824,0.0075240479,-0.0252310791,1.0860488281
654,-1.509648855,-0.6772977099,0.4352748092,0.0094771729,0.0016243896,1.1285292969
655,-1.4256793893,-0.8147022901,0.4276412214,0.0114302979,-0.0284049072,1.0687148438
656,-1.364610687,-0.4788244275,0.5268778626,-4.43115234371461E-05,-0.0430533447,1.0464980469
657,-1.2882748092,-0.0971450382,0.8780229008,0.0055709229,-0.041588501,1.0357558594
658,-1.2730076336,0.2998015267,1.0077938931,-0.0071243896,-0.0457388916,1.0259902344
659,-1.364610687,0.5211755725,1.0077938931,0.0016646729,-0.0472037354,1.0255019531
660,-1.3875114504,0.8799541985,0.9238244275,-0.0037064209,-0.0374381104,1.0062148438
661,-1.2882748092,1.0631603053,0.870389313,0.002885376,-0.0315787354,1.0374648438
662,-1.1203358779,0.9257557252,0.8474885496,0.0265670166,-0.0411002197,1.0482070313
663,-0.9142290076,0.8570534351,0.9085572519,0.0451217041,-0.0320670166,1.0357558594
664,-0.6623206107,0.9104885496,1.0459618321,0.0229049072,-0.0296256104,1.0130507813
665,-0.471480916,0.5975114504,1.2062671756,0.0429244385,-0.0208365479,1.0352675781
666,-0.509648855,0.0478931298,1.3284045802,0.0187545166,-0.0237662354,1.0428359375
667,-0.578351145,-0.2879847328,1.404740458,0.018510376,-0.0135123291,1.0494277344
668,-0.8226259542,-0.9063053435,1.3589389313,0.006791626,-0.0149771729,1.041859375
669,-1.1432366412,-1.1505801527,1.3360381679,0.0329146729,-0.0506217041,1.0101210938
670,-1.2882748092,-0.8757709924,1.2749694656,0.020463501,-0.072838501,0.9908339844
671,-1.3493435115,-0.7001984733,1.3818396947,0.0253463135,-0.049401001,0.9913222656
672,-1.2959083969,-0.8986717557,1.5268778626,0.0172896729,-0.0721060791,0.9901015625
673,-1.2730076336,-1.5169923664,1.6642824427,0.0187545166,-0.0579459229,0.9893691406
674,-1.150870229,-2.0360763359,1.7406183206,0.0434127197,-0.0359732666,1.0084121094
675,-1.0134656489,-2.0895114504,1.7329847328,0.0241256104,-0.0327994385,0.9749648438
676,-0.937129771,-1.7536335878,1.5421450382,0.0290084229,-0.0684439697,0.9573867188
677,-0.723389313,-1.387221374,1.5955801527,0.0509810791,-0.0430533447,0.9429824219
678,-0.3951450382,-1.2192824427,1.6261145038,0.069291626,-0.0430533447,0.967640625
679,0.1621068702,-0.8070687023,1.7024503817,0.0729537354,-0.0345084229,0.967640625
680,0.5437862595,-0.4940916031,1.6871832061,0.0522017822,-0.0315787354,0.9571425781
681,0.597221374,-0.1658473282,1.5192442748,0.0424361572,-0.0594107666,0.93053125
682,0.3987480916,0.2921679389,1.4123740458,0.0475631104,-0.0686881104,0.9175917969
683,0.1315725191,0.3990381679,1.3436717557,0.0600142822,-0.0403677979,0.9354140625
684,-0.4409465649,0.2158320611,1.1986335878,0.0587935791,-0.0730826416,0.8931777344
685,-0.937129771,0.0936946565,1.191,0.0617232666,-0.0882193604,0.8736464844
686,-1.1737709924,-0.3261526718,1.2520687023,0.0558638916,-0.0642935791,0.8985488281
687,-1.2501068702,-1.1429465649,1.3665725191,0.0768599854,-0.0442740479,0.90709375
688,-1.1737709924,-1.5475267176,1.4352748092,0.0783248291,-0.0457388916,0.8719375
689,-0.8226259542,-1.6009618321,1.4887099237,0.0854049072,-0.0562369385,0.8819472656
690,-0.2272061069,-1.7230992366,1.4276412214,0.0666060791,-0.0467154541,0.8939101563
691,0.1621068702,-2.104778626,1.3055038168,0.090776001,-0.061119751,0.8724257813
692,0.4674503817,-1.9979083969,1.1833664122,0.0963912354,-0.0772330322,0.8336074219
693,0.9101984733,-1.4406564885,1.1757328244,0.0778365479,-0.0496451416,0.8697402344
694,1.1773740458,-1.1658473282,1.0917633588,0.0959029541,-0.0408560791,0.8665664063
695,1.0552366412,-1.0818778626,0.9467251908,0.079057251,-0.0484244385,0.8873183594
696,0.9636335878,-0.8681374046,0.8169541985,0.0573287354,-0.0486685791,0.8943984375
697,0.9407328244,-0.5475267176,0.7024503817,0.0456099854,-0.0381705322,0.9009902344
698,0.8796641221,-0.2879847328,0.6337480916,0.0343795166,-0.0340201416,0.8958632813
699,0.8567633588,-0.2498167939,0.6261145038,0.0358443604,-0.0486685791,0.9102675781
700,0.6735572519,-0.211648855,0.5574122137,0.061479126,-0.068932251,0.8848769531
701,0.6124885496,-0.3948549618,0.6108473282,0.0688033447,-0.0596549072,0.8909804688
702,0.6506564885,-0.5627938931,0.7100839695,0.0670943604,-0.0262076416,0.916859375
703,0.6277557252,-0.2269160305,0.6032137405,0.0839400635,-0.047447876,0.9100234375
704,0.4750839695,-0.0055419847,0.4963435115,0.0700240479,-0.0598990479,0.9217421875
705,0.528519084,-0.3414198473,0.4963435115,0.0763717041,-0.0235220947,1.0040175781
706,0.5437862595,-0.6467633588,0.4200076336,0.092729126,-0.0310904541,0.9998671875
707,0.4369160305,-0.9063053435,0.2291679389,0.0805220947,-0.0408560791,1.0032851563
708,0.314778626,-1.5551603053,0.0993969466,0.094682251,-0.0286490479,1.0381972656
709,0.2537099237,-1.9750076336,0.0459618321,0.0805220947,0.0089486084,1.06725
710,-0.1585038168,-1.5551603053,-0.3051832061,0.0602584229,-0.0347525635,0.9959609375
711,-0.9065954198,-0.9826412214,-0.6792290076,0.0531783447,-0.0589224854,0.9603164063
712,-1.4943816794,-1.2498167939,-0.8395343511,0.0683150635,-0.0652701416,1.0403945313
713,-1.7920916031,-1.4559236641,-0.8166335878,0.0785689697,-0.0196158447,1.0291640625
714,-2.0516335878,-1.1505801527,-0.8777022901,0.0949263916,-0.070885376,1.0054824219
715,-2.1661374046,-1.0895114504,-0.8548015267,0.0912642822,-0.047447876,1.0628554688
716,-2.2272061069,-1.318519084,-0.8166335878,0.0878463135,-0.049401001,1.0630996094
717,-2.1890381679,-1.4940916031,-0.7860992366,0.0880904541,-0.0540396729,1.0872695313
718,-2.1203358779,-1.2727175573,-0.7555648855,0.0680709229,-0.0408560791,1.07115625
719,-1.8684274809,-0.8223358779,-0.6868625954,0.0529342041,-0.051354126,1.0728652344
720,-1.616519084,-0.5551603053,-0.6028931298,0.0436568604,-0.0381705322,1.0894667969
721,-1.3569770992,-0.3643206107,-0.5876259542,0.0468306885,-0.0445181885,1.0948378906
722,-0.9981984733,-0.3795877863,-0.5341908397,0.0336470947,-0.0518424072,1.11803125
723,-0.830259542,-0.6009618321,-0.488389313,0.0417037354,-0.0408560791,1.0899550781
724,-0.685221374,-0.4788244275,-0.3967862595,0.0136275635,-0.0503775635,1.0804335938
725,-0.7004885496,-0.066610687,-0.343351145,0.0026412354,-0.068932251,1.0279433594
726,-0.7768244275,0.1547633588,-0.1983129771,0.0272994385,-0.0716177979,1.0142714844
727,-0.8226259542,0.1852977099,-0.0761755725,0.0187545166,-0.0799185791,1.01646875
728,-0.7997251908,0.254,0.084129771,0.0343795166,-0.0718619385,1.006703125
729,-0.6394198473,0.3532366412,0.2368015267,0.0490279541,-0.0808951416,1.002796875
730,-0.3875114504,0.4830076336,0.3131374046,0.0592818604,-0.0899283447,0.9932753906
731,-0.1661374046,0.9104885496,0.2368015267,0.0685592041,-0.0913931885,0.9796035156
732,0.0781374046,1.0707938931,0.1222977099,0.0861373291,-0.0777213135,0.9864394531
733,0.3224122137,1.1700305344,0.1070305344,0.0976119385,-0.0867545166,0.9588515625
734,0.7575267176,1.2921679389,0.191,0.1042037354,-0.0796744385,0.9825332031
735,1.0170687023,1.4982748092,0.2902366412,0.1020064697,-0.0779654541,0.9673964844
736,1.1163053435,1.6585801527,0.297870229,0.0814986572,-0.0840689697,0.9717910156
737,1.1468396947,1.6967480916,0.4200076336,0.0670943604,-0.0686881104,0.9766738281
738,1.314778626,1.7272824427,0.5268778626,0.069291626,-0.0679556885,0.9918105469
739,1.490351145,1.6585801527,0.6108473282,0.0690474854,-0.0594107666,0.9796035156
740,1.6659236641,1.5898778626,0.725351145,0.0568404541,-0.0723502197,0.9888808594
741,1.8796641221,1.4524732824,0.8627557252,0.065385376,-0.0577017822,0.9805800781
742,1.9865343511,1.2234656489,0.9848931298,0.0797896729,-0.0647818604,0.9847304688
743,2.0018015267,1.0707938931,1.0001603053,0.0929732666,-0.0843131104,0.9783828125
744,1.8262290076,1.1165954198,0.9314580153,0.057572876,-0.0640494385,0.9735
745,1.4063816794,1.147129771,0.7177175573,0.0551314697,-0.0706412354,0.9739882813
746,0.9025648855,1.3227022901,0.618480916,0.0292525635,-0.0662467041,0.9742324219
747,0.7193587786,1.6585801527,0.6261145038,0.0451217041,-0.0569693604,0.9913222656
748,0.635389313,1.8341526718,0.5726793893,0.0534224854,-0.0430533447,1.0089003906
749,0.528519084,2.2234656489,0.5039770992,0.0473189697,-0.0586783447,0.9791152344
750,0.490351145,2.6204122137,0.4123740458,0.0417037354,-0.0559927979,0.9984023438
751,0.6277557252,2.7807175573,0.3360381679,0.0456099854,-0.043541626,1.0157363281
752,0.7575267176,2.7807175573,0.2749694656,0.0392623291,-0.0481802979,0.9915664063
753,0.9941679389,2.7272824427,0.2673358779,0.0358443604,-0.0274283447,1.0186660156
754,1.276610687,2.8646870229,0.2215343511,0.0375533447,-0.0315787354,1.0074355469
755,1.4445496183,3.1013282443,0.2139007634,0.0395064697,-0.039635376,1.0352675781
756,1.5056183206,3.5288091603,0.1222977099,0.0265670166,-0.0362174072,1.036
757,1.4521832061,3.8646870229,-0.0456412214,0.0229049072,-0.047447876,1.0123183594
758,1.3758473282,4.1623969466,-0.167778626,0.0148482666,-0.041588501,1.0172011719
759,1.3300458015,4.2158320611,-0.1219770992,0.0238814697,-0.0313345947,1.0167128906
760,1.3682137405,4.2081984733,0.0077938931,0.0163131104,-0.0367056885,1.0062148438
761,1.314778626,4.2387328244,0.1986335878,0.004838501,-0.0269400635,0.9847304688
762,1.2537099237,4.2005648855,0.3894732824,-0.0076126709,-0.0213248291,0.9937636719
763,1.0323358779,4.1242290076,0.4887099237,-0.0278763428,-0.0288931885,1.0032851563
764,0.7727938931,4.0020916031,0.5955801527,-0.001020874,-0.0306021729,0.9818007813
765,0.421648855,4.0326259542,0.6032137405,-0.0207962646,-0.0276724854,0.9830214844
766,0.1010381679,2.1700305344,0.6108473282,-0.0334915771,-0.0218131104,0.9747207031
767,-0.1050687023,4.3379694656,0.5726793893,-0.0356888428,-0.0262076416,1.0062148438
768,-0.2959083969,4.6585801527,0.4734427481,-0.030317749,-0.0244986572,0.9962050781
769,-2.2959083969,4.7959847328,0.4123740458,-0.0427689209,-0.0171744385,1.0069472656
770,-0.2730076336,4.8875877863,0.3207709924,-0.0317825928,-0.0179068604,1.0015761719
771,-0.0592671756,5.1013282443,0.2673358779,-0.0295853271,-0.0196158447,0.9993789063
772,0.2231755725,5.360870229,0.2291679389,-0.0393509521,-0.012291626,0.9913222656
773,0.5819541985,5.6891145038,0.2673358779,-0.0554642334,0.003333374,0.998890625
774,0.8109618321,5.9257557252,0.2444351145,-0.0745072021,-0.0110709229,0.9752089844
775,0.8262290076,5.9715572519,0.2062671756,-0.0735306396,-0.0174185791,0.9798476563
776,0.7956946565,6.3074351145,0.191,-0.0845169678,-0.0120474854,0.9649550781
777,0.7804274809,6.4906412214,0.1451984733,-0.1030716553,-0.0108267822,0.97740625
778,0.8033282443,6.3379694656,0.084129771,-0.0854935303,-0.0223013916,1.0023085938
779,0.9254656489,6.5593435115,-0.022740458,-0.0959915771,-0.0193717041,0.9881484375
780,0.9789007634,6.6356793893,-0.1219770992,-0.0964798584,-0.0183951416,0.9742324219
781,0.956,6.5669770992,-0.1830458015,-0.1133255615,-0.0230338135,0.9818007813
782,1.0094351145,6.467740458,-0.1219770992,-0.106489624,-0.020104126,0.98521875
783,1.0857709924,6.4524732824,0.0077938931,-0.1118607178,-0.004479126,0.9583632813
784,1.0705038168,6.5211755725,0.1146641221,-0.1208939209,0.0016243896,0.96178125
785,0.9789007634,6.612778626,0.1680992366,-0.1245560303,-0.0191275635,0.9534804688
786,1.0399694656,6.6051450382,0.2597022901,-0.1479935303,-0.0093619385,0.9542128906
787,1.1163053435,6.5288091603,0.2368015267,-0.1560501709,0.0030892334,0.9708144531
788,1.2155419847,6.9791908397,0.2291679389,-0.1799759521,0.0008919678,0.9522597656
789,1.2537099237,7.5898778626,0.191,-0.172895874,-0.002526001,0.9371230469
790,1.2689770992,7.8112519084,0.1375648855,-0.1550736084,-0.0120474854,0.9495742188
791,1.1010381679,7.8570534351,0.0306946565,-0.1890091553,-0.0115592041,0.9346816406
792,0.9330992366,7.7807175573,0.0612290076,-0.2227005615,-0.0003287354,0.936390625
793,0.7269923664,7.7807175573,-0.3128167939,-0.2519974365,0.0148079834,1.0071914063
794,0.169740458,7.4295725191,0.0688625954,-0.3069290771,0.0602181396,0.7955214844
795,0.383480916,9.0936946565,0.297870229,-0.2078079834,0.001380249,0.89146875
796,0.5208854962,7.5593435115,0.4658091603,-0.1770462646,-0.0296256104,0.9756972656
797,0.8109618321,7.9410229008,0.4352748092,-0.2290482178,-0.0003287354,0.8890273438
798,1.1010381679,8.4448396947,0.3360381679,-0.260786499,-0.0227896729,0.88365625
799,1.1392061069,8.1089618321,0.3207709924,-0.2427200928,-8.45947265625015E-05,0.9232070313
800,1.0781374046,8.2081984733,0.2139007634,-0.256880249,-0.0042349854,0.9024550781
801,1.1621068702,8.2769007634,0.2291679389,-0.274458374,0.0060189209,0.9102675781
802,1.2995114504,8.2616335878,0.3513053435,-0.2913040771,0.0160286865,0.8946425781
803,1.4674503817,8.0860610687,0.5726793893,-0.2737259521,0.0174935303,0.87584375
804,1.5361526718,7.8188854962,0.7558854962,-0.282270874,-0.0013052979,0.8821914063
805,1.6888244275,7.4753740458,0.9085572519,-0.297895874,0.0182259521,0.8985488281
806,1.6277557252,6.9868244275,0.9467251908,-0.3159622803,0.020911499,0.8924453125
807,1.5056183206,6.5364427481,0.9238244275,-0.3220657959,0.0235970459,0.8941542969
808,1.421648855,6.3914045802,0.9390916031,-0.3289017334,0.020911499,0.8885390625
809,1.1544732824,6.6204122137,0.8780229008,-0.3342728271,0.0067513428,0.83678125
810,0.7880610687,6.6891145038,0.7711526718,-0.3359818115,0.005286499,0.8377578125
811,0.383480916,6.7959847328,0.7406183206,-0.3362259521,0.0106575928,0.82115625
812,0.1392061069,7.1165954198,0.7482519084,-0.3513626709,0.0231087646,0.8301894531
813,0.0323358779,7.1852977099,0.8474885496,-0.3660111084,0.024817749,0.8475234375
814,0.1086717557,6.8112519084,0.8780229008,-0.3618607178,0.0350716553,0.8509414063
815,0.2918778626,6.3837709924,1.0001603053,-0.385786499,0.0526497803,0.8489882813
816,0.490351145,6.2463664122,1.0993969466,-0.381880249,0.0460579834,0.8443496094
817,0.5743206107,5.9715572519,1.1528320611,-0.3806595459,0.0372689209,0.8372695313
818,0.5056183206,5.4906412214,1.2062671756,-0.3738236084,0.0336068115,0.8218886719
819,0.3376793893,5.4753740458,1.2673358779,-0.3787064209,0.0265267334,0.8123671875
820,0.4521832061,5.4143053435,1.2597022901,-0.3735794678,0.0206673584,0.8126113281
821,0.6124885496,5.3227022901,1.2291679389,-0.3960404053,0.0450814209,0.7874648438
822,0.8338625954,5.5669770992,1.1299312977,-0.4048294678,0.0504525146,0.8128554688
823,0.6735572519,4.147129771,0.870389313,-0.4043411865,0.0194466553,0.7794082031
824,0.5056183206,6.681480916,0.6871832061,-0.426802124,0.0050423584,0.7823378906
825,0.490351145,7.2234656489,0.5039770992,-0.4260697021,0.0260384521,0.7955214844
826,0.5895877863,7.3379694656,0.4581755725,-0.4219193115,0.0318978271,0.7828261719
827,0.8033282443,7.1700305344,0.4658091603,-0.4280228271,0.040442749,0.7999160156
828,1.1392061069,6.9486564885,0.5345114504,-0.4324173584,0.0524056396,0.78990625
829,1.2842442748,6.6585801527,0.618480916,-0.4446243896,0.0484993896,0.7581679688
830,1.3071450382,6.1852977099,0.656648855,-0.4360794678,0.0511849365,0.7598769531
831,1.2155419847,5.7272824427,0.7711526718,-0.4653763428,0.0399544678,0.7484023438
832,1.1544732824,5.3303358779,0.7787862595,-0.4761185303,0.0370247803,0.7589003906
833,1.0247022901,5.147129771,0.7329847328,-0.493208374,0.044348999,0.71959375
834,0.9101984733,5.0631603053,0.6871832061,-0.4668411865,0.0431282959,0.7191054688
835,0.7727938931,4.9104885496,0.5803129771,-0.4517044678,0.0370247803,0.7198378906
836,0.7727938931,4.8723206107,0.4887099237,-0.4683060303,0.0553353271,0.7339980469
837,0.8185954198,5.2692671756,0.3742061069,-0.5027298584,0.0726693115,0.725453125
838,0.7575267176,5.4295725191,0.2444351145,-0.4936966553,0.0565560303,0.6934707031
839,0.7269923664,5.5593435115,0.1375648855,-0.4922318115,0.040442749,0.6954238281
840,0.7117251908,5.5135419847,0.0535954198,-0.4880814209,0.0536263428,0.698109375
841,0.4827175573,5.4295725191,-0.0456412214,-0.4961380615,0.0414193115,0.6744277344
842,0.2460763359,5.3379694656,-0.0303740458,-0.5110306396,0.0506966553,0.6693007813
843,0.2460763359,4.9257557252,0.0688625954,-0.5037064209,0.0514290771,0.7022597656
844,0.3529465649,4.5059083969,0.1757328244,-0.5154251709,0.0685189209,0.7007949219
845,0.5590534351,4.2921679389,0.297870229,-0.5288529053,0.0809700928,0.70396875
846,0.7956946565,4.2158320611,0.4810763359,-0.5383743896,0.0719368896,0.6717421875
847,0.9636335878,3.9181221374,0.5574122137,-0.5366654053,0.0565560303,0.6631972656
848,0.9712671756,3.9028549618,0.4887099237,-0.5256790771,0.0533822021,0.662953125
849,0.8796641221,3.9944580153,0.297870229,-0.5273880615,0.0401986084,0.6546523438
850,0.7575267176,4.040259542,0.2139007634,-0.5288529053,0.0382454834,0.6402480469
851,0.8949312977,4.0020916031,0.191,-0.5425247803,0.063880249,0.6651503906
852,1.0170687023,4.1929312977,0.1757328244,-0.5422806396,0.0538704834,0.6339003906
853,1.0094351145,4.3914045802,0.1222977099,-0.5427689209,0.0546029053,0.6304824219
854,0.9101984733,4.5135419847,0.0230610687,-0.5376419678,0.0531380615,0.627796875
855,0.8185954198,4.5364427481,0.0306946565,-0.5454544678,0.0621712646,0.6307265625
856,0.7727938931,4.5440763359,0.0535954198,-0.5618118896,0.0782845459,0.643421875
857,0.6659236641,4.5135419847,0.0764961832,-0.5745072021,0.0660775146,0.6483046875
858,0.4369160305,4.360870229,0.1680992366,-0.5688919678,0.0807259521,0.6170546875
859,0.3300458015,4.040259542,0.2749694656,-0.5625443115,0.0704720459,0.6417128906
860,0.2384427481,3.826519084,0.3971068702,-0.5742630615,0.0692513428,0.6392714844
861,0.1544732824,3.8417862595,0.4658091603,-0.5835404053,0.0582650146,0.6055800781
862,0.1239389313,3.6204122137,0.5803129771,-0.5747513428,0.0719368896,0.5987441406
863,0.1926412214,3.2769007634,0.656648855,-0.5762161865,0.0746224365,0.6285292969
864,0.3376793893,3.1013282443,0.6795496183,-0.5623001709,0.0714486084,0.6190078125
865,0.3529465649,3.2081984733,0.6337480916,-0.581098999,0.0729134521,0.6011855469
866,0.3300458015,3.5593435115,0.5726793893,-0.5942825928,0.0724251709,0.6109511719
867,0.3911145038,3.8570534351,0.511610687,-0.5801224365,0.0746224365,0.600453125
868,0.4521832061,3.9486564885,0.3589389313,-0.5806107178,0.0753548584,0.6165664063
869,0.5819541985,3.8646870229,0.297870229,-0.5837845459,0.085364624,0.6155898438
870,0.8262290076,3.6280458015,0.3360381679,-0.5789017334,0.0851204834,0.6207167969
871,1.0247022901,3.4524732824,0.3207709924,-0.5886673584,0.0863411865,0.6011855469
872,1.062870229,3.3303358779,0.3055038168,-0.602583374,0.073645874,0.5941054688
873,0.9178320611,3.5135419847,0.2749694656,-0.6167435303,0.0753548584,0.565296875
874,0.7193587786,3.4372061069,0.2139007634,-0.6096634521,0.0792611084,0.5667617188
875,0.5437862595,3.3150687023,0.2826030534,-0.6099075928,0.0692513428,0.5674941406
876,0.4369160305,3.4753740458,0.3360381679,-0.6265091553,0.0904915771,0.5648085938
877,0.2613435115,3.4219389313,0.3207709924,-0.6284622803,0.0865853271,0.5670058594
878,0.0094351145,3.254,0.2597022901,-0.5950150146,0.0821907959,0.5738417969
879,-0.1356030534,3.3456030534,0.1604656489,-0.616255249,0.0760872803,0.5545546875
880,-0.1432366412,3.5898778626,0.1604656489,-0.6116165771,0.0746224365,0.5394179688
881,0.0399694656,3.5898778626,0.1986335878,-0.6194290771,0.0848763428,0.5513808594
882,0.2231755725,3.5364427481,0.1757328244,-0.6147904053,0.0843880615,0.5501601563
883,0.276610687,3.5440763359,0.1375648855,-0.6379837646,0.0856087646,0.5411269531
884,0.1468396947,3.4830076336,0.0612290076,-0.6138138428,0.0797493896,0.5469863281
885,0.1086717557,3.3837709924,-0.022740458,-0.6321243896,0.067786499,0.5323378906
886,0.0399694656,3.1776641221,-0.0380076336,-0.6140579834,0.0843880615,0.5228164063
887,0.1315725191,2.9868244275,0.0383282443,-0.6294388428,0.0843880615,0.5132949219
888,0.3529465649,2.9486564885,0.1833664122,-0.6404251709,0.0885384521,0.4984023438
889,0.5514198473,2.6891145038,0.2902366412,-0.6321243896,0.0721810303,0.5201308594
890,0.6277557252,2.4295725191,0.3589389313,-0.6372513428,0.0900032959,0.5193984375
891,0.5743206107,2.3685038168,0.404740458,-0.6433548584,0.0934212646,0.5123183594
892,0.4598167939,2.2769007634,0.4276412214,-0.643598999,0.0836556396,0.5303847656
893,0.276610687,2.2234656489,0.4810763359,-0.6506790771,0.0780404053,0.5003554688
894,0.1850076336,2.2310992366,0.4505419847,-0.643598999,0.077552124,0.5040175781
895,0.1468396947,2.1852977099,0.4123740458,-0.6328568115,0.0821907959,0.4991347656
896,0.1544732824,2.1013282443,0.3818396947,-0.6284622803,0.0807259521,0.5020644531
897,0.1544732824,1.9868244275,0.3589389313,-0.6323685303,0.0773079834,0.4932753906
898,0.1621068702,2.2387328244,0.3284045802,-0.6340775146,0.0753548584,0.4993789063
899,0.2079083969,2.4982748092,0.2291679389,-0.6404251709,0.0956185303,0.5274550781
900,0.2613435115,2.719648855,0.1070305344,-0.6558060303,0.0860970459,0.5240371094
901,0.3071450382,2.9104885496,-0.0074732824,-0.6409134521,0.0992806396,0.5220839844
902,0.2842442748,2.895221374,-0.1219770992,-0.6387161865,0.1024544678,0.5069472656
903,0.2079083969,2.8646870229,-0.0838091603,-0.6511673584,0.112708374,0.4957167969
904,0.2689770992,2.8646870229,-0.0761755725,-0.6623978271,0.1100228271,0.5115859375
905,0.3300458015,2.8570534351,-0.0151068702,-0.6626419678,0.1053841553,0.5098769531
906,0.2460763359,2.8723206107,-0.5341908397,-0.6660599365,0.0863411865,0.4908339844
907,0.5208854962,4.040259542,-0.5189236641,-0.5190872803,0.0035775146,0.5611464844
